# {"env_id": "SpaceInvadersNoFrameskip-v4", "t_start": 1579715141.957248} 
r,l,t
365.0,673,7567.399194
505.0,910,7570.30565
360.0,634,7572.417152
250.0,653,7574.5273
305.0,756,7576.952931
465.0,821,7579.596399
810.0,1210,7583.460127
515.0,1028,7586.73609
365.0,802,7589.298431
495.0,1088,7592.777079
270.0,580,7594.645141
525.0,1137,7598.284858
560.0,1135,7601.916436
770.0,1107,7605.420729
430.0,903,7608.319738
700.0,1074,7611.745564
180.0,674,7613.915809
255.0,582,7615.790637
435.0,781,7618.302193
400.0,929,7621.281888
445.0,1053,7624.637951
340.0,550,7626.420215
300.0,636,7628.466092
740.0,1120,7632.045377
380.0,1007,7635.264653
315.0,655,7637.375702
355.0,605,7639.343958
395.0,1269,7643.427849
240.0,742,7645.828421
385.0,805,7648.431527
190.0,474,7649.958622
685.0,1010,7653.197907
185.0,549,7654.967474
545.0,918,7657.906237
345.0,622,7659.906764
165.0,538,7661.645872
155.0,461,7663.131902
575.0,659,7665.240292
505.0,751,7667.649562
525.0,655,7669.764308
485.0,920,7672.703191
230.0,521,7674.380047
490.0,936,7677.376034
475.0,1010,7680.5867
605.0,779,7683.084549
525.0,917,7686.008154
280.0,572,7687.841325
445.0,888,7690.687622
700.0,1011,7693.938507
360.0,746,7696.327406
170.0,408,7697.642285
330.0,634,7699.670968
770.0,1011,7702.872339
715.0,1096,7706.374674
715.0,915,7709.311141
500.0,772,7711.778991
175.0,491,7713.352587
425.0,780,7715.848638
755.0,1023,7719.129573
525.0,1006,7722.324004
575.0,929,7725.290462
220.0,679,7727.476787
915.0,1007,7730.681219
570.0,1166,7734.379849
415.0,1135,7737.998548
130.0,329,7739.053025
440.0,608,7741.016677
605.0,1200,7744.833641
695.0,1101,7748.339392
685.0,1104,7751.871639
245.0,575,7753.715405
290.0,611,7755.67512
385.0,730,7758.008389
330.0,731,7760.369701
570.0,1063,7763.755226
690.0,878,7766.571182
605.0,1047,7769.898923
350.0,637,7771.93553
490.0,1035,7775.229215
470.0,803,7777.797038
545.0,914,7780.766044
440.0,936,7783.785294
1030.0,1346,7788.102098
320.0,639,7790.155068
435.0,878,7792.978948
430.0,640,7795.041756
485.0,1011,7798.258166
365.0,733,7800.603563
515.0,1115,7804.165898
380.0,575,7806.02151
320.0,633,7808.056566
580.0,1010,7811.288801
600.0,1059,7814.664171
510.0,1075,7818.10695
540.0,981,7821.241113
570.0,1164,7824.971059
380.0,701,7827.211673
320.0,1022,7830.477052
440.0,968,7833.58048
520.0,1206,7837.433602
605.0,1004,7840.844165
555.0,1137,7844.457903
430.0,914,7847.387504
185.0,506,7849.019143
450.0,861,7851.767021
410.0,643,7853.869579
440.0,916,7856.802894
315.0,842,7859.511838
385.0,769,7861.983944
600.0,1204,7865.799656
865.0,1006,7868.989371
85.0,515,7870.647432
290.0,639,7872.69592
635.0,927,7875.656193
435.0,1030,7878.955955
490.0,1104,7882.479668
265.0,634,7884.506172
475.0,901,7887.425573
480.0,973,7890.547014
385.0,748,7892.941899
470.0,932,7895.933183
270.0,635,7897.969178
540.0,852,7900.697864
525.0,958,7903.765059
530.0,1055,7907.138861
455.0,930,7910.113507
585.0,819,7912.727556
430.0,859,7915.489516
400.0,947,7918.522965
410.0,715,7920.833561
255.0,723,7923.155539
610.0,918,7926.108201
420.0,826,7928.755936
370.0,613,7930.729887
185.0,793,7933.280544
860.0,1185,7937.065581
260.0,467,7938.558395
500.0,1026,7941.835752
295.0,744,7944.234852
310.0,607,7946.180953
600.0,1000,7949.367783
600.0,957,7952.419958
470.0,892,7955.260516
400.0,715,7957.559026
505.0,793,7960.112289
485.0,1066,7963.552845
390.0,831,7966.223062
390.0,832,7968.877855
440.0,636,7970.919321
195.0,499,7972.527228
460.0,947,7975.545961
660.0,888,7978.384955
300.0,745,7980.786835
550.0,1038,7984.08852
295.0,695,7986.330558
450.0,892,7989.190485
305.0,716,7991.503745
405.0,694,7993.713149
300.0,639,7995.781556
685.0,1130,7999.392027
235.0,619,8001.424391
135.0,467,8002.97307
130.0,507,8004.609049
400.0,979,8007.722396
215.0,594,8009.635447
600.0,1024,8012.899417
355.0,669,8015.049187
275.0,655,8017.146012
495.0,1025,8020.42609
380.0,910,8023.345366
410.0,889,8026.174058
130.0,465,8027.66502
440.0,993,8030.85229
345.0,786,8033.370605
515.0,851,8036.086848
350.0,663,8038.208885
635.0,1103,8041.745535
600.0,1095,8045.218869
455.0,817,8047.832166
245.0,537,8049.546485
570.0,758,8051.971346
650.0,872,8054.763585
775.0,1372,8059.157614
420.0,855,8061.897554
440.0,955,8064.964908
670.0,1325,8069.199878
260.0,579,8071.053721
110.0,370,8072.246749
535.0,1054,8075.62301
770.0,1009,8078.853872
530.0,957,8081.926953
370.0,748,8084.341687
395.0,891,8087.201093
325.0,728,8089.546115
650.0,840,8092.240742
610.0,647,8094.345638
135.0,499,8095.952993
370.0,871,8098.752325
450.0,786,8101.271674
165.0,466,8102.771597
245.0,527,8104.470108
325.0,728,8106.807298
550.0,1086,8110.273688
305.0,716,8112.641556
450.0,858,8115.446851
520.0,744,8117.836403
60.0,359,8118.998562
415.0,874,8121.797568
525.0,1290,8125.916937
395.0,984,8129.076272
135.0,438,8130.478381
235.0,697,8132.712663
580.0,805,8135.300667
160.0,697,8137.551903
380.0,985,8140.702713
195.0,639,8142.765541
175.0,710,8145.055593
510.0,920,8148.00701
475.0,829,8150.681421
380.0,640,8152.738712
475.0,1023,8156.011084
260.0,752,8158.427116
270.0,651,8160.531799
365.0,651,8162.61383
135.0,383,8163.849555
360.0,664,8165.975885
355.0,868,8168.767397
635.0,1066,8172.178366
455.0,705,8174.437036
390.0,651,8176.539785
210.0,504,8178.163363
600.0,1117,8181.714016
515.0,1143,8185.34878
430.0,965,8188.437091
260.0,624,8190.457304
255.0,618,8192.442807
430.0,1125,8196.023529
415.0,764,8198.589323
395.0,541,8200.319989
395.0,940,8203.344173
175.0,456,8204.802327
385.0,637,8206.842138
560.0,852,8209.580378
280.0,704,8211.838954
500.0,885,8214.670495
925.0,1568,8219.689243
270.0,676,8221.891789
250.0,649,8223.987212
190.0,441,8225.410062
660.0,880,8228.237994
205.0,912,8231.176469
545.0,977,8234.290146
195.0,487,8235.852887
280.0,590,8237.737815
270.0,520,8239.408222
505.0,745,8241.775556
265.0,736,8244.141185
570.0,1075,8247.567101
520.0,909,8250.476877
545.0,1096,8253.953941
515.0,1006,8257.163302
405.0,908,8260.062274
605.0,943,8263.075723
435.0,948,8266.102024
320.0,597,8268.015979
295.0,773,8270.516677
350.0,701,8272.762132
545.0,1109,8276.296849
600.0,1068,8279.68323
470.0,794,8282.234608
500.0,1109,8285.813862
525.0,925,8288.757427
335.0,887,8291.619257
490.0,817,8294.239826
455.0,918,8297.183433
310.0,729,8299.530768
385.0,797,8302.093143
605.0,1247,8306.065411
445.0,802,8308.628492
525.0,1006,8311.857758
400.0,898,8314.737304
250.0,532,8316.454661
555.0,1122,8320.025426
425.0,559,8321.820468
575.0,1098,8325.319967
235.0,541,8327.060059
530.0,937,8330.044064
780.0,1347,8334.35149
445.0,967,8337.469557
720.0,1304,8341.650511
410.0,801,8344.218545
440.0,1022,8347.491446
500.0,1043,8350.829222
395.0,793,8353.38538
470.0,1092,8356.860572
280.0,627,8358.882407
495.0,809,8361.478838
325.0,637,8363.521046
530.0,933,8366.508014
595.0,845,8369.221079
610.0,845,8371.927979
325.0,763,8374.378373
225.0,564,8376.194489
350.0,821,8378.826123
520.0,967,8381.889638
385.0,916,8384.817712
800.0,1047,8388.137875
485.0,567,8389.994317
545.0,556,8391.78974
580.0,956,8394.864565
870.0,897,8397.724797
385.0,880,8400.546069
490.0,903,8403.431024
320.0,674,8405.600753
380.0,888,8408.441927
125.0,479,8409.973785
395.0,605,8411.91734
750.0,1473,8416.627734
470.0,811,8419.218836
420.0,1067,8422.618387
770.0,1103,8426.120352
1020.0,1817,8431.910866
700.0,991,8435.08853
290.0,536,8436.811858
440.0,804,8439.385225
595.0,931,8442.370612
640.0,752,8444.784899
525.0,983,8447.982749
330.0,864,8450.746496
380.0,726,8453.067637
495.0,679,8455.249405
600.0,1169,8458.960172
170.0,506,8460.58697
300.0,570,8462.414361
285.0,688,8464.614438
465.0,1038,8467.923946
580.0,947,8470.940327
500.0,1031,8474.235863
370.0,787,8476.751974
315.0,776,8479.249272
265.0,743,8481.632365
385.0,680,8483.842213
345.0,694,8486.075087
390.0,1035,8489.378825
290.0,589,8491.266664
235.0,697,8493.50674
400.0,635,8495.547397
415.0,665,8497.690517
730.0,974,8500.799397
90.0,298,8501.745732
135.0,395,8503.015726
515.0,912,8505.938
835.0,1236,8509.880642
545.0,556,8511.680337
320.0,613,8513.673325
340.0,750,8516.098017
230.0,542,8517.839296
280.0,602,8519.774541
375.0,792,8522.302953
415.0,540,8524.04386
485.0,671,8526.218336
295.0,539,8527.953769
305.0,591,8529.863099
285.0,644,8531.930133
465.0,817,8534.553663
325.0,672,8536.724338
900.0,1487,8541.482191
245.0,600,8543.403122
445.0,1001,8546.60444
450.0,854,8549.350005
195.0,634,8551.395585
415.0,792,8553.930775
575.0,1063,8557.314131
360.0,861,8560.070945
570.0,620,8562.054803
575.0,963,8565.138598
485.0,930,8568.123456
350.0,650,8570.209325
325.0,711,8572.503836
225.0,527,8574.198913
525.0,932,8577.177894
455.0,722,8579.494099
880.0,922,8582.460182
485.0,884,8585.280872
195.0,707,8587.55848
555.0,934,8590.541952
520.0,889,8593.396443
450.0,599,8595.326939
600.0,1344,8599.597833
665.0,943,8602.624751
290.0,574,8604.47567
155.0,463,8605.971852
575.0,1168,8609.684864
455.0,692,8611.925057
285.0,660,8614.044435
775.0,967,8617.128321
230.0,585,8619.014985
335.0,745,8621.410746
500.0,938,8624.4018
755.0,1162,8628.129074
275.0,684,8630.329215
685.0,1096,8633.842484
620.0,786,8636.359701
480.0,1059,8639.745816
350.0,729,8642.085291
525.0,948,8645.126232
320.0,751,8647.537007
270.0,595,8649.45026
520.0,1240,8653.401347
785.0,1150,8657.050593
380.0,871,8659.845163
395.0,732,8662.195153
380.0,683,8664.399856
375.0,940,8667.503089
340.0,636,8669.542927
670.0,1052,8672.897357
225.0,534,8674.617717
135.0,552,8676.390373
295.0,643,8678.455793
330.0,633,8680.499483
390.0,788,8683.037059
565.0,1078,8686.478944
260.0,640,8688.546326
450.0,739,8690.9074
435.0,989,8694.057745
400.0,713,8696.351856
450.0,959,8699.416764
695.0,1079,8702.850516
360.0,753,8705.262827
340.0,752,8707.6573
600.0,768,8710.124468
710.0,1199,8713.955539
600.0,1208,8717.785338
695.0,888,8720.638375
410.0,818,8723.267305
210.0,383,8724.497128
510.0,1265,8728.512343
600.0,960,8731.641632
520.0,957,8734.705546
285.0,700,8736.96385
465.0,811,8739.563469
490.0,690,8741.779217
490.0,1137,8745.383618
545.0,1169,8749.13835
570.0,911,8752.033525
950.0,1460,8756.70826
630.0,774,8759.207552
530.0,1058,8762.563773
180.0,528,8764.257691
600.0,1098,8767.750107
515.0,891,8770.595119
505.0,1185,8774.372041
575.0,892,8777.215482
290.0,814,8779.835498
745.0,947,8782.859376
490.0,593,8784.776486
745.0,1098,8788.276906
290.0,944,8791.313039
695.0,956,8794.368402
405.0,689,8796.568443
380.0,633,8798.602885
305.0,659,8800.719091
290.0,601,8802.652569
430.0,795,8805.206094
700.0,1385,8809.64142
450.0,1007,8812.881495
400.0,705,8815.162887
695.0,1207,8819.014093
420.0,766,8821.468422
645.0,784,8823.992386
515.0,718,8826.323769
610.0,868,8829.106842
375.0,657,8831.224031
600.0,1169,8834.955502
600.0,1011,8838.196085
880.0,1079,8841.679715
360.0,1057,8845.052369
70.0,311,8846.045473
400.0,831,8848.714431
515.0,933,8851.69748
465.0,1048,8855.038159
645.0,926,8858.031882
515.0,690,8860.240736
60.0,498,8861.843893
310.0,558,8863.640399
360.0,722,8865.959562
525.0,1007,8869.171895
305.0,718,8871.487094
125.0,364,8872.662783
285.0,609,8874.616674
160.0,498,8876.210173
495.0,753,8878.643566
355.0,998,8881.872743
420.0,995,8885.101849
320.0,756,8887.700912
515.0,636,8889.756638
225.0,527,8891.454756
285.0,720,8893.76214
250.0,573,8895.600845
380.0,835,8898.269435
465.0,988,8901.407381
175.0,538,8903.127225
280.0,464,8904.614149
575.0,1056,8907.953239
225.0,672,8910.122138
265.0,553,8911.903978
195.0,565,8913.729095
460.0,909,8916.636863
745.0,1102,8920.156537
515.0,998,8923.32654
175.0,494,8924.914581
215.0,623,8926.922759
185.0,511,8928.577752
435.0,912,8931.486529
520.0,775,8934.051792
470.0,941,8937.106584
295.0,623,8939.105202
310.0,585,8940.988903
335.0,701,8943.293111
520.0,926,8946.264614
765.0,1119,8949.84182
430.0,762,8952.268512
365.0,750,8954.672897
530.0,867,8957.444793
280.0,614,8959.42054
1005.0,1221,8963.310196
325.0,874,8966.119035
500.0,905,8969.004755
480.0,806,8971.605155
385.0,818,8974.244474
460.0,1087,8977.715922
390.0,874,8980.528772
360.0,629,8982.544999
565.0,916,8985.512053
600.0,966,8988.718439
645.0,844,8991.474342
370.0,825,8994.119295
310.0,802,8996.69898
325.0,656,8998.802053
380.0,696,9001.041422
440.0,981,9004.165181
305.0,585,9006.044449
480.0,995,9009.227615
540.0,1065,9012.617905
320.0,667,9014.761566
875.0,967,9017.869773
305.0,652,9019.966151
290.0,618,9021.960044
610.0,776,9024.454043
430.0,944,9027.484652
375.0,642,9029.547981
570.0,970,9032.632784
330.0,584,9034.52222
690.0,1052,9037.881824
255.0,626,9039.888475
415.0,752,9042.290185
315.0,679,9044.469927
300.0,523,9046.143998
570.0,776,9048.647202
420.0,725,9050.980265
830.0,1142,9054.632829
740.0,1433,9059.211879
490.0,911,9062.146775
465.0,949,9065.190173
320.0,708,9067.471489
575.0,822,9070.090894
540.0,995,9073.251327
600.0,1133,9076.86149
630.0,1378,9081.253829
240.0,553,9083.021645
480.0,896,9085.878994
490.0,1034,9089.179066
320.0,601,9091.110553
500.0,959,9094.191067
290.0,672,9096.348597
390.0,771,9098.82819
555.0,1086,9102.300631
545.0,1081,9105.733787
375.0,651,9107.823647
425.0,905,9110.729101
545.0,848,9113.452457
265.0,718,9115.757479
295.0,689,9117.975879
570.0,979,9121.077907
390.0,625,9123.21552
525.0,1210,9127.086844
430.0,912,9130.01238
290.0,570,9131.840266
465.0,838,9134.528235
660.0,946,9137.546666
290.0,514,9139.199384
375.0,593,9141.104364
455.0,1029,9144.388802
570.0,627,9146.417033
605.0,1229,9150.316211
360.0,750,9152.741323
260.0,737,9155.123746
325.0,964,9158.210742
405.0,784,9160.724856
345.0,913,9163.64929
545.0,694,9165.864618
270.0,754,9168.289721
470.0,993,9171.456694
400.0,927,9174.436
335.0,809,9177.033916
320.0,696,9179.260803
400.0,865,9182.018746
300.0,782,9184.540665
130.0,485,9186.097121
320.0,715,9188.389724
530.0,1136,9191.997662
230.0,657,9194.110112
365.0,903,9196.994072
660.0,851,9199.717172
360.0,675,9201.892908
575.0,1210,9205.755852
465.0,1126,9209.346879
430.0,860,9212.111143
380.0,557,9213.896494
515.0,999,9217.088762
470.0,844,9219.793881
395.0,699,9222.038606
645.0,780,9224.532205
265.0,746,9226.964739
395.0,889,9229.803499
220.0,505,9231.42809
660.0,869,9234.19624
385.0,833,9236.858586
365.0,730,9239.211301
500.0,921,9242.159592
340.0,775,9244.661016
260.0,539,9246.384848
90.0,374,9247.586229
335.0,803,9250.181325
290.0,566,9252.022006
570.0,985,9255.167895
470.0,839,9257.863929
715.0,1098,9261.359161
345.0,805,9263.942751
575.0,997,9267.123733
200.0,732,9269.480546
230.0,655,9271.586393
545.0,989,9274.733863
525.0,991,9277.895374
570.0,811,9280.494805
990.0,1767,9286.145222
965.0,1013,9289.375974
405.0,725,9291.704839
520.0,896,9294.556134
785.0,871,9297.331202
500.0,711,9299.612628
400.0,805,9302.192497
465.0,878,9304.992849
480.0,943,9308.005879
240.0,588,9309.900866
340.0,815,9312.494116
395.0,635,9314.530435
285.0,481,9316.075862
340.0,651,9318.158556
545.0,1223,9322.123448
290.0,589,9324.018948
660.0,1045,9327.35433
125.0,293,9328.290442
545.0,934,9331.275377
435.0,869,9334.078931
460.0,745,9336.475374
775.0,934,9339.472567
175.0,360,9340.623997
470.0,578,9342.476781
390.0,634,9344.520101
645.0,879,9347.309902
600.0,1010,9350.535605
195.0,670,9352.694264
370.0,914,9355.634329
110.0,456,9357.09881
350.0,738,9359.467515
230.0,572,9361.31247
365.0,633,9363.353542
385.0,578,9365.217448
575.0,861,9367.944649
630.0,848,9370.639098
545.0,1167,9374.36545
390.0,939,9377.37458
210.0,551,9379.141811
275.0,711,9381.417465
590.0,848,9384.11833
775.0,1052,9387.468589
325.0,745,9389.854642
330.0,737,9392.231695
600.0,921,9395.170141
400.0,889,9398.019979
690.0,976,9401.131093
320.0,555,9402.916957
385.0,557,9404.799929
370.0,901,9407.701742
260.0,505,9409.332899
275.0,462,9410.816844
550.0,972,9413.921199
485.0,866,9416.685175
600.0,1210,9420.526825
270.0,572,9422.363866
495.0,948,9425.38606
545.0,776,9427.871862
150.0,324,9428.904701
365.0,663,9431.036542
570.0,1020,9434.285334
475.0,828,9436.940748
145.0,422,9438.510402
775.0,1096,9441.986957
525.0,1063,9445.376323
345.0,683,9447.566483
695.0,1272,9451.625573
690.0,999,9454.811913
385.0,980,9457.954535
165.0,374,9459.162153
180.0,423,9460.526062
775.0,1132,9464.149796
585.0,969,9467.253902
255.0,728,9469.610818
525.0,997,9472.801272
515.0,1005,9476.01264
600.0,1223,9479.928405
460.0,779,9482.439452
765.0,1308,9486.638815
375.0,859,9489.396425
90.0,422,9490.7511
255.0,630,9492.77298
515.0,902,9495.661373
495.0,1078,9499.127281
280.0,537,9500.853532
500.0,921,9503.811293
605.0,879,9506.622889
435.0,846,9509.33513
360.0,675,9511.491706
400.0,756,9513.906989
555.0,973,9517.026116
245.0,563,9518.834544
515.0,948,9521.849586
595.0,827,9524.501071
185.0,507,9526.137269
515.0,601,9528.06865
800.0,1011,9531.261726
415.0,862,9534.015619
655.0,1054,9537.381802
390.0,753,9539.792455
360.0,574,9541.628826
215.0,468,9543.127018
800.0,1469,9547.832213
415.0,919,9550.788181
305.0,706,9553.074469
150.0,467,9554.576427
280.0,633,9556.61155
435.0,932,9559.584823
575.0,703,9561.834871
475.0,914,9564.783536
525.0,1020,9568.037489
400.0,790,9570.583274
580.0,923,9573.519605
645.0,840,9576.214931
420.0,782,9578.726315
600.0,1115,9582.266079
700.0,1009,9585.50615
125.0,370,9586.697097
515.0,704,9588.966427
265.0,699,9591.223331
515.0,1006,9594.450311
340.0,768,9596.909638
470.0,731,9599.261794
450.0,956,9602.315902
515.0,695,9604.546513
415.0,764,9607.012158
725.0,983,9610.153645
75.0,324,9611.191621
465.0,982,9614.312158
570.0,895,9617.165811
750.0,1340,9621.442018
570.0,1122,9625.015807
270.0,670,9627.167035
205.0,543,9628.933805
575.0,1099,9632.483955
545.0,1081,9635.939269
745.0,937,9638.917615
365.0,694,9641.143053
270.0,663,9643.276285
965.0,1724,9648.829498
480.0,935,9651.868538
605.0,815,9654.474926
485.0,1033,9657.776628
645.0,1160,9661.488814
470.0,733,9663.842818
650.0,804,9666.443063
350.0,680,9668.627639
390.0,727,9670.944284
405.0,791,9673.47247
465.0,718,9675.780821
350.0,582,9677.646827
570.0,1043,9680.963466
725.0,1017,9684.182083
555.0,977,9687.308786
340.0,691,9689.524952
275.0,731,9691.872437
220.0,630,9693.898922
495.0,986,9697.061277
435.0,1132,9700.673676
540.0,868,9703.471521
165.0,401,9704.760205
745.0,1092,9708.240324
560.0,956,9711.291499
600.0,1088,9714.747712
300.0,615,9716.724425
605.0,1124,9720.308184
480.0,1123,9723.882073
370.0,799,9726.440085
205.0,630,9728.465262
110.0,321,9729.499281
310.0,624,9731.508839
465.0,607,9733.474992
570.0,1101,9736.978537
725.0,930,9739.955783
445.0,902,9742.825374
375.0,660,9744.958199
675.0,1265,9748.973686
445.0,919,9751.901204
445.0,561,9753.686514
100.0,358,9754.830112
495.0,944,9757.831455
225.0,585,9759.712245
815.0,868,9762.478676
150.0,385,9763.715867
595.0,1029,9766.984171
470.0,1091,9770.468763
670.0,999,9773.660386
135.0,465,9775.154591
675.0,966,9778.275127
550.0,847,9780.977921
355.0,853,9783.739832
205.0,666,9785.87434
400.0,843,9788.581991
195.0,493,9790.164363
140.0,360,9791.323037
320.0,693,9793.542597
640.0,982,9796.705199
395.0,722,9799.015269
485.0,936,9801.997211
180.0,610,9803.958846
605.0,1048,9807.326938
275.0,869,9810.105237
530.0,911,9813.02057
495.0,870,9815.79845
245.0,547,9817.561519
600.0,1062,9820.914124
570.0,741,9823.29368
255.0,740,9825.674272
245.0,711,9827.958656
465.0,1154,9831.656013
515.0,1040,9834.970547
520.0,947,9838.004435
495.0,1085,9841.459025
555.0,719,9843.766834
995.0,1491,9848.531874
720.0,1062,9851.910475
710.0,1049,9855.265785
685.0,950,9858.295241
870.0,1448,9862.927457
305.0,710,9865.207786
305.0,582,9867.074022
250.0,513,9868.718095
320.0,642,9870.780296
570.0,1074,9874.213523
550.0,946,9877.206924
350.0,808,9879.808352
225.0,546,9881.555763
315.0,867,9884.344769
935.0,1622,9889.527051
280.0,694,9891.751975
250.0,658,9893.867973
675.0,1022,9897.142786
575.0,952,9900.220831
555.0,651,9902.306198
350.0,740,9904.687039
135.0,454,9906.153409
310.0,718,9908.45865
545.0,940,9911.47614
600.0,811,9914.069168
320.0,663,9916.195768
350.0,603,9918.132056
440.0,581,9920.002885
410.0,778,9922.501887
520.0,1107,9926.066581
200.0,548,9927.886315
600.0,974,9930.999438
325.0,631,9933.020206
360.0,699,9935.242295
330.0,628,9937.258481
465.0,946,9940.28581
355.0,554,9942.081612
1545.0,1906,9948.148021
130.0,377,9949.359166
195.0,581,9951.220494
515.0,974,9954.336908
725.0,1070,9957.763791
375.0,1049,9961.131873
330.0,891,9963.995153
550.0,1160,9967.741736
805.0,1355,9972.043134
350.0,702,9974.32344
340.0,744,9976.704939
180.0,549,9978.464352
140.0,352,9979.59544
330.0,722,9981.910711
255.0,584,9983.789469
235.0,636,9985.823915
595.0,853,9988.557773
475.0,810,9991.152099
680.0,812,9993.74415
365.0,721,9996.04687
525.0,936,9999.04989
580.0,923,10001.98232
505.0,1007,10005.175765
385.0,852,10007.908526
660.0,882,10010.740235
750.0,1118,10014.297204
355.0,815,10016.899038
345.0,539,10018.630369
405.0,742,10020.993915
395.0,814,10023.601345
545.0,815,10026.213892
675.0,1058,10029.574172
550.0,1055,10032.917173
395.0,937,10035.916571
775.0,1262,10039.912357
600.0,1051,10043.230675
605.0,1231,10047.14085
575.0,1195,10050.933856
405.0,773,10053.412425
495.0,903,10056.301943
600.0,868,10059.067882
585.0,988,10062.208086
545.0,942,10065.194215
600.0,1134,10068.783161
600.0,934,10071.758741
385.0,821,10074.407304
510.0,984,10077.553939
535.0,591,10079.44764
555.0,765,10081.882862
700.0,886,10084.712749
375.0,714,10087.00676
470.0,783,10089.516359
420.0,608,10091.486141
540.0,1134,10095.106357
535.0,662,10097.235841
365.0,538,10098.975021
480.0,746,10101.388073
270.0,639,10103.434888
395.0,648,10105.538531
245.0,470,10107.05194
770.0,1025,10110.32162
350.0,784,10112.840001
320.0,680,10115.022063
485.0,713,10117.317035
775.0,1171,10121.287879
245.0,596,10123.209016
435.0,1002,10126.415291
710.0,878,10129.253786
360.0,618,10131.234938
480.0,1005,10134.443956
320.0,670,10136.588481
335.0,785,10139.119899
490.0,983,10142.287652
310.0,625,10144.289299
955.0,954,10147.357534
500.0,638,10149.407737
455.0,752,10151.826579
505.0,852,10154.560739
520.0,649,10156.66989
525.0,903,10159.621893
505.0,890,10162.472372
595.0,789,10164.994759
425.0,821,10167.625459
330.0,712,10169.90704
600.0,939,10172.906065
495.0,925,10175.846744
385.0,561,10177.66565
450.0,610,10179.640638
460.0,932,10182.618258
355.0,866,10185.399987
345.0,770,10187.869904
235.0,623,10189.874041
230.0,639,10191.931733
130.0,607,10193.880012
585.0,861,10196.650124
210.0,721,10198.966965
380.0,675,10201.138457
525.0,1100,10204.63485
485.0,722,10206.951641
430.0,857,10209.686164
335.0,756,10212.103748
435.0,916,10215.050106
485.0,721,10217.366674
720.0,755,10219.78315
415.0,853,10222.529923
175.0,479,10224.074522
755.0,848,10226.820855
275.0,684,10229.011615
555.0,1006,10232.227991
290.0,560,10234.020647
255.0,706,10236.296711
430.0,967,10239.373521
285.0,739,10241.740855
410.0,818,10244.335626
360.0,646,10246.406758
350.0,536,10248.132318
305.0,684,10250.320795
645.0,1129,10253.907701
315.0,893,10256.758048
370.0,943,10259.780052
600.0,898,10262.635121
420.0,771,10265.109853
870.0,1201,10268.929583
500.0,849,10271.636527
440.0,704,10273.879958
265.0,546,10275.623453
390.0,883,10278.434905
585.0,1107,10281.942568
350.0,669,10284.07213
375.0,736,10286.427434
345.0,666,10288.562269
800.0,1311,10292.73892
490.0,1178,10296.483067
785.0,1389,10300.916918
700.0,1306,10305.076942
400.0,710,10307.345836
425.0,730,10309.670784
705.0,845,10312.394803
750.0,938,10315.358241
555.0,794,10317.898934
575.0,1037,10321.201124
480.0,923,10324.14889
1000.0,1299,10328.27102
670.0,1023,10331.52454
770.0,1138,10335.126504
195.0,427,10336.499412
550.0,934,10339.470032
485.0,927,10342.416468
545.0,1273,10346.45385
300.0,655,10348.564287
445.0,770,10351.041193
695.0,976,10354.169257
695.0,779,10356.70254
600.0,1142,10360.317314
530.0,913,10363.236525
490.0,784,10365.74217
250.0,511,10367.381637
615.0,1042,10370.719309
465.0,993,10373.877034
905.0,1724,10379.39216
600.0,994,10382.545626
310.0,703,10384.796283
415.0,768,10387.260352
575.0,871,10390.054153
540.0,701,10392.30051
475.0,734,10394.674892
460.0,797,10397.228281
310.0,788,10399.755565
685.0,1017,10403.003097
525.0,885,10405.828163
455.0,902,10408.719319
775.0,1048,10412.07254
730.0,1005,10415.291784
735.0,992,10418.529781
205.0,508,10420.216757
390.0,665,10422.382116
520.0,944,10425.395166
595.0,771,10427.864552
755.0,1556,10432.832392
435.0,1033,10436.131282
1015.0,1498,10440.95145
475.0,711,10443.280613
475.0,769,10445.762783
410.0,880,10448.609877
465.0,807,10451.176966
335.0,800,10453.750063
375.0,715,10456.035405
120.0,273,10456.901958
600.0,1048,10460.235818
340.0,660,10462.354831
280.0,653,10464.470696
745.0,1179,10468.233311
575.0,1129,10471.826752
540.0,1113,10475.380137
645.0,1020,10478.641084
365.0,630,10480.657543
725.0,1013,10483.876512
580.0,1084,10487.337138
600.0,1134,10490.940479
225.0,708,10493.23109
525.0,960,10496.295357
645.0,1085,10499.74869
150.0,389,10500.998429
635.0,963,10504.076315
395.0,751,10506.49566
340.0,863,10509.26688
880.0,1198,10513.10296
770.0,960,10516.165085
500.0,1080,10519.614837
350.0,663,10521.745396
350.0,688,10523.942013
770.0,1216,10527.821352
150.0,466,10529.319222
565.0,695,10531.565329
500.0,968,10534.649331
475.0,888,10537.494157
365.0,790,10540.023184
550.0,923,10542.98485
450.0,823,10545.627045
485.0,1014,10548.85368
930.0,1094,10552.359462
165.0,479,10553.909507
325.0,775,10556.383204
420.0,747,10558.777766
525.0,855,10561.506145
575.0,1166,10565.212017
580.0,1036,10568.516856
645.0,996,10571.696163
400.0,934,10574.675153
330.0,628,10576.689253
495.0,1140,10580.326999
625.0,867,10583.09568
260.0,621,10585.089194
555.0,1048,10588.416607
320.0,706,10590.672338
630.0,1015,10593.926324
605.0,1155,10597.60431
175.0,493,10599.19189
585.0,708,10601.465155
455.0,927,10604.426884
265.0,541,10606.171524
110.0,328,10607.224024
110.0,373,10608.417062
1265.0,1525,10613.290602
